訓練日期,20140721 - 20141020
測試日期,20141021 - 20150123
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,12781293.089999999850988
真實報酬,-1017849.839999999850988


夏普值報酬,0.000000000000000
夏普值風險,0.000000000000000
夏普值,0.000000000000000
二次趨勢線,-54.275092127181900 x^2 + 29150.364532659819815 x + 10000000.000000000000000
二次平均預期報酬,22040.327463998990424
風險,227961.325839921279112
二次平均趨勢值,0.096684502876932
一次趨勢線,23838.267872166092275 x + 10000000.000000000000000
一次預期報酬,23838.267872166092275
一次風險,250371.096235631674062
一次趨勢值,0.095211740614544
投資組合檔數,2
Stock#,HD[9](8),NKE[19](15)
張數,62437,128998,
分配資金,5000000,5000000,
剩餘資金,45.040000000037253,37.520000000484288,
20140721,4976898.309999999590218,4954850.700000000186265,9931749.009999999776483
20140722,5028721.020000000484288,4969040.480000000447035,9997761.500000000000000
20140723,5058690.779999999329448,4990970.140000000596046,10049660.919999999925494
20140724,5069929.440000000409782,5069658.919999999925494,10139588.359999999403954
20140725,5059315.150000000372529,5012899.800000000745058,10072214.950000001117587
20140728,5061812.629999999888241,5056759.120000001043081,10118571.750000000000000
20140729,5056193.300000000745058,5037409.419999999925494,10093602.720000000670552
20140730,5104894.160000000149012,5135447.900000000372529,10240342.060000000521541
20140731,5048076.489999999292195,4975490.380000000819564,10023566.870000001043081
20140801,4979395.790000000037253,4952270.740000000223517,9931666.530000001192093
20140804,4996878.150000000372529,4976780.360000000335276,9973658.510000001639128
20140805,4996878.150000000372529,4961300.600000000558794,9958178.750000000000000
20140806,5027472.279999999329448,4975490.380000000819564,10002962.660000000149012
20140807,5024350.429999999701977,4923891.180000000633299,9948241.609999999403954
20140808,5146726.950000000186265,4970330.460000000894070,10117057.410000000149012
20140811,5174823.599999999627471,4970330.460000000894070,10145154.060000000521541
20140812,5177321.080000000074506,4949690.780000000260770,10127011.859999999403954
20140813,5189808.480000000447035,4983230.260000000707805,10173038.740000002086163
20140814,5236011.860000000335276,4985810.220000000670552,10221822.080000001937151
20140815,5225397.570000000298023,4975490.380000000819564,10200887.950000001117587
20140818,5219153.870000000111759,5067078.960000000894070,10286232.830000001937151
20140819,5508861.550000000745058,5064499.000000000000000,10573360.550000000745058
20140820,5666202.790000000037253,5090298.600000000558794,10756501.390000000596046
20140821,5691177.590000000782311,5091588.580000000074506,10782766.170000001788139
20140822,5683685.150000000372529,5114808.220000000670552,10798493.370000001043081
20140825,5694299.440000000409782,5161247.500000000000000,10855546.940000001341105
20140826,5721147.349999999627471,5126418.040000000968575,10847565.390000000596046
20140827,5736132.230000000447035,5141897.800000000745058,10878030.030000001192093
20140828,5776091.910000000149012,5083848.700000000186265,10859940.609999999403954
20140829,5837904.540000000037253,5067078.960000000894070,10904983.500000000000000
20140902,5691177.590000000782311,5113518.240000000223517,10804695.830000001937151
20140903,5556938.040000000037253,5083848.700000000186265,10640786.740000000223517
20140904,5615004.450000000186265,5154797.600000000558794,10769802.050000000745058
20140905,5719898.610000000335276,5291535.480000000447035,11011434.089999999850988
20140908,5670573.379999999888241,5314755.120000001043081,10985328.500000000000000
20140909,5552567.450000000186265,5278635.680000000633299,10831203.130000000819564
20140910,5572547.290000000037253,5319915.040000000968575,10892462.330000001937151
20140911,5570674.179999999701977,5277345.700000000186265,10848019.879999998956919
20140912,5546948.120000000111759,5278635.680000000633299,10825583.800000000745058
20140915,5580664.099999999627471,5264445.900000000372529,10845110.000000000000000
20140916,5636233.029999999329448,5237356.320000000298023,10873589.349999999627471
20140917,5695548.179999999701977,5257996.000000000000000,10953544.179999999701977
20140918,5749868.370000000111759,5287665.540000000968575,11037533.910000000149012
20140919,5765477.620000000111759,5277345.700000000186265,11042823.320000000298023
20140922,5737380.969999999739230,5205106.820000000298023,10942487.789999999105930
20140923,5712406.169999999925494,5167697.400000000372529,10880103.570000000298023
20140924,5807934.779999999329448,5214136.680000000633299,11022071.460000000894070
20140925,5738005.340000000782311,5144477.760000000707805,10882483.100000001490116
20140926,5796696.120000000111759,5772698.020000000484288,11569394.140000000596046
20140929,5799193.599999999627471,5748188.400000000372529,11547382.000000000000000
20140930,5728015.419999999925494,5753348.320000000298023,11481363.740000000223517
20141001,5683060.779999999329448,5656599.820000000298023,11339660.599999999627471
20141002,5759233.919999999925494,5759798.220000000670552,11519032.140000000596046
20141003,5840402.020000000484288,5824297.220000000670552,11664699.240000002086163
20141006,5822919.660000000149012,5754638.300000000745058,11577557.960000000894070
20141007,5773594.429999999701977,5681109.440000000409782,11454703.870000001043081
20141008,5874742.370000000111759,5730128.680000000633299,11604871.050000000745058
20141009,5811056.629999999888241,5626930.280000000260770,11437986.910000000149012
20141010,5778589.389999999664724,5624350.320000000298023,11402939.710000000894070
20141013,5656837.239999999292195,5508252.120000001043081,11165089.359999999403954
20141014,5625618.739999999292195,5488902.419999999925494,11114521.160000000149012
