訓練日期,20110718 - 20111017
測試日期,20111018 - 20111128
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10637784.439999999478459
真實報酬,-1291250.280000001192093


夏普值報酬,0.000000000000000
夏普值風險,0.000000000000000
夏普值,0.000000000000000
二次趨勢線,-88.707373864021520 x^2 + 16276.168830061864355 x + 10000000.000000000000000
二次平均預期報酬,7848.968312979819530
風險,246024.707487389765447
二次平均趨勢值,0.031903170999125
一次趨勢線,9989.209714143500605 x + 10000000.000000000000000
一次預期報酬,9989.209714143500605
一次風險,261557.617465260555036
一次趨勢值,0.038191239891800
投資組合檔數,2
Stock#,AAPL[0](20),MCD[15](2)
張數,95914,58493,
分配資金,5000000,5000000,
剩餘資金,3.179999999701977,18.359999999403954,
20110718,5121810.779999999329448,4995320.559999999590218,10117131.339999999850988
20110719,5164012.940000000409782,5042699.889999998733401,10206712.829999998211861
20110720,5301169.959999999962747,5046209.469999998807907,10347379.429999999701977
20110721,5306924.799999999813735,5062002.580000000074506,10368927.379999998956919
20110722,5389410.839999999850988,5180158.439999999478459,10569569.279999999329448
20110725,5460387.199999999254942,5154421.519999999552965,10614808.719999998807907
20110726,5527527.000000000000000,5148572.219999998807907,10676099.219999998807907
20110727,5378860.299999999813735,5094173.729999999515712,10473034.029999999329448
20110728,5368309.759999999776483,5076040.899999999441206,10444350.660000000149012
20110729,5350086.099999999627471,5058493.000000000000000,10408579.099999999627471
20110801,5436408.699999999254942,5053228.629999999888241,10489637.329999998211861
20110802,5328985.019999999552965,4975432.939999999478459,10304417.959999999031425
20110803,5378860.299999999813735,5003509.580000000074506,10382369.879999998956919
20110804,5170726.919999998994172,4929808.399999999441206,10100535.319999998435378
20110805,5118933.359999999403954,4976602.799999998882413,10095536.159999998286366
20110808,4839823.620000000111759,4802878.589999998919666,9642702.209999999031425
20110809,5124688.199999999254942,5028076.639999998733401,10152764.839999997988343
20110810,4983694.620000000111759,4918109.799999998882413,9901804.419999998062849
20110811,5120851.639999999664724,5046794.399999999441206,10167646.039999999105930
20110812,5165931.219999999739230,5059662.859999999403954,10225594.079999998211861
20110815,5253212.959999999962747,5078380.619999999180436,10331593.579999998211861
20110816,5212929.080000000074506,5069606.669999999925494,10282535.750000000000000
20110817,5212929.080000000074506,5118155.859999999403954,10331084.939999999478459
20110818,5015346.239999999292195,5007604.089999998919666,10022950.329999998211861
20110819,4878189.219999999739230,5102362.750000000000000,9980551.969999998807907
20110822,4883944.059999999590218,5133364.040000000037253,10017308.099999999627471
20110823,5118933.359999999403954,5236896.649999999441206,10355830.009999997913837
20110824,5154421.540000000037253,5271992.449999999254942,10426413.989999998360872
20110825,5120851.639999999664724,5188932.389999998733401,10309784.029999997466803
20110826,5256090.379999999888241,5260293.849999999627471,10516384.230000000447035
20110829,5343372.120000000111759,5310597.830000000074506,10653969.949999999254942
20110830,5343372.120000000111759,5310012.899999999441206,10653385.019999999552965
20110831,5273354.899999999441206,5288370.489999999292195,10561725.389999998733401
20110901,5220602.199999999254942,5268482.869999999180436,10489085.069999998435378
20110902,5125647.339999999850988,5211159.729999999515712,10336807.070000000298023
20110906,5203337.679999999701977,5195366.619999999180436,10398704.299999998882413
20110907,5260886.080000000074506,5222858.330000000074506,10483744.410000000149012
20110908,5263763.500000000000000,5183083.089999998919666,10446846.589999999850988
20110909,5172645.199999999254942,4973678.149999999441206,10146323.349999997764826
20110912,5206215.099999999627471,5041530.029999999329448,10247745.129999998956919
20110913,5270477.479999999515712,5037435.519999999552965,10307913.000000000000000
20110914,5333780.719999999739230,5074286.109999999403954,10408066.829999998211861
20110915,5384615.139999999664724,5151496.869999999180436,10536112.009999997913837
20110916,5487243.120000000111759,5164365.330000000074506,10651608.449999999254942
20110919,5639746.379999999888241,5194781.689999999478459,10834528.070000000298023
20110920,5664684.019999999552965,5224028.189999999478459,10888712.209999999031425
20110921,5647419.500000000000000,5119325.719999998807907,10766745.219999998807907
20110922,5505466.779999999329448,5029831.429999998770654,10535298.209999997168779
20110923,5539995.819999999366701,5110551.769999999552965,10650547.589999999850988
20110926,5524649.580000000074506,5225782.979999999515712,10750432.559999998658895
20110927,5470937.739999999292195,5249180.179999998770654,10720117.919999998062849
20110928,5440245.259999999776483,5149157.149999999441206,10589402.410000000149012
20110929,5352004.379999999888241,5193026.899999999441206,10545031.279999999329448
20110930,5224438.759999999776483,5136873.619999999180436,10361312.379999998956919
20111003,5132361.319999999366701,5031586.219999998807907,10163947.539999999105930
20111004,5103587.120000000111759,5058493.000000000000000,10162080.120000001043081
20111005,5183195.739999999292195,5020472.549999998882413,10203668.289999999105930
20111006,5170726.919999998994172,5095343.589999998919666,10266070.509999997913837
20111007,5067139.799999999813735,5100607.959999999962747,10167747.759999999776483
20111010,5327066.739999999292195,5177233.790000000037253,10504300.529999999329448
20111011,5484365.699999999254942,5225782.979999999515712,10710148.679999999701977
20111012,5511221.620000000111759,5168459.839999998919666,10679681.459999999031425
20111013,5596585.080000000074506,5224028.189999999478459,10820613.269999999552965
20111014,5782658.239999999292195,5260878.779999999329448,11043537.019999999552965
20111017,5754843.179999999701977,5186007.739999999292195,10940850.919999998062849
20111018,5785535.660000000149012,5243330.879999999888241,11028866.539999999105930
20111019,5462305.479999999515712,5242161.019999999552965,10704466.500000000000000
20111020,5416266.759999999776483,5206480.290000000037253,10622747.050000000745058
20111021,5382696.859999999403954,5400092.119999999180436,10782788.979999998584390
20111024,5560137.759999999776483,5381959.290000000037253,10942097.050000000745058
20111025,5449836.660000000149012,5367920.969999998807907,10817757.629999998956919
20111026,5489161.399999999441206,5368505.899999999441206,10857667.299999998882413
