訓練日期,20110531 - 20110830
測試日期,20110831 - 20110831
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11076933.219999998807907
真實報酬,13193759.339999996125698


夏普值報酬,0.000000000000000
夏普值風險,0.000000000000000
夏普值,0.000000000000000
二次趨勢線,54.034482080855739 x^2 + 10597.050024011310597 x + 10000000.000000000000000
二次平均預期報酬,14217.360323428645643
風險,176717.301461091818055
二次平均趨勢值,0.080452565797916
一次趨勢線,13291.867464930983260 x + 10000000.000000000000000
一次預期報酬,13291.867464930983260
一次風險,178739.504691273614299
一次趨勢值,0.074364464016443
投資組合檔數,1
Stock#,MCD[15](6)
張數,122518,
分配資金,10000000,
剩餘資金,80.839999999850988,
20110531,9990198.560000000521541,9990198.560000000521541
20110601,9921588.480000000447035,9921588.480000000447035
20110602,9893409.339999999850988,9893409.339999999850988
20110603,9867680.560000000521541,9867680.560000000521541
20110606,9887283.439999999478459,9887283.439999999478459
20110607,9941191.359999999403954,9941191.359999999403954
20110608,9942416.540000000968575,9942416.540000000968575
20110609,9955893.519999999552965,9955893.519999999552965
20110610,9845627.320000000298023,9845627.320000000298023
20110613,9890958.980000000447035,9890958.980000000447035
20110614,9981622.299999998882413,9981622.299999998882413
20110615,9953443.160000000149012,9953443.160000000149012
20110616,10023278.419999999925494,10023278.419999999925494
20110617,10110266.199999999254942,10110266.199999999254942
20110620,10131094.259999999776483,10131094.259999999776483
20110621,10144571.240000000223517,10144571.240000000223517
20110622,10126193.540000000968575,10126193.540000000968575
20110623,10082087.060000000521541,10082087.060000000521541
20110624,10026953.960000000894070,10026953.960000000894070
20110627,10085762.599999999627471,10085762.599999999627471
20110628,10334474.139999998733401,10334474.139999998733401
20110629,10361428.099999999627471,10361428.099999999627471
20110630,10330798.599999999627471,10330798.599999999627471
20110701,10493747.540000000968575,10493747.540000000968575
20110705,10492522.359999999403954,10492522.359999999403954
20110706,10519476.320000000298023,10519476.320000000298023
20110707,10543979.919999999925494,10543979.919999999925494
20110708,10487621.639999998733401,10487621.639999998733401
20110711,10456992.139999998733401,10456992.139999998733401
20110712,10412885.660000000149012,10412885.660000000149012
20110713,10409210.119999999180436,10409210.119999999180436
20110714,10513350.419999999925494,10513350.419999999925494
20110715,10472919.480000000447035,10472919.480000000447035
20110718,10463118.040000000968575,10463118.040000000968575
20110719,10562357.619999999180436,10562357.619999999180436
20110720,10569708.699999999254942,10569708.699999999254942
20110721,10602788.560000000521541,10602788.560000000521541
20110722,10850274.919999999925494,10850274.919999999925494
20110725,10796367.000000000000000,10796367.000000000000000
20110726,10784115.199999999254942,10784115.199999999254942
20110727,10670173.460000000894070,10670173.460000000894070
20110728,10632192.880000000819564,10632192.880000000819564
20110729,10595437.480000000447035,10595437.480000000447035
20110801,10584410.859999999403954,10584410.859999999403954
20110802,10421461.919999999925494,10421461.919999999925494
20110803,10480270.560000000521541,10480270.560000000521541
20110804,10325897.880000000819564,10325897.880000000819564
20110805,10423912.279999999329448,10423912.279999999329448
20110808,10060033.820000000298023,10060033.820000000298023
20110809,10531728.119999999180436,10531728.119999999180436
20110810,10301394.279999999329448,10301394.279999999329448
20110811,10570933.880000000819564,10570933.880000000819564
20110812,10597887.839999999850988,10597887.839999999850988
20110815,10637093.599999999627471,10637093.599999999627471
20110816,10618715.900000000372529,10618715.900000000372529
20110817,10720405.839999999850988,10720405.839999999850988
20110818,10488846.820000000298023,10488846.820000000298023
20110819,10687325.980000000447035,10687325.980000000447035
20110822,10752260.519999999552965,10752260.519999999552965
20110823,10969117.380000000819564,10969117.380000000819564
20110824,11042628.179999999701977,11042628.179999999701977
20110825,10868652.619999999180436,10868652.619999999180436
20110826,11018124.580000000074506,11018124.580000000074506
20110829,11123490.060000000521541,11123490.060000000521541
20110830,11122264.880000000819564,11122264.880000000819564
20110831,11076933.219999998807907,11076933.219999998807907
