訓練日期,20110520 - 20110822
測試日期,20110823 - 20110830
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11002299.189999999478459
真實報酬,12884940.750000000000000


夏普值報酬,0.000000000000000
夏普值風險,0.000000000000000
夏普值,0.000000000000000
二次趨勢線,165.017791544043689 x^2 + 194.862600980906336 x + 10000000.000000000000000
二次平均預期報酬,12076.143592152053316
風險,183387.018921407667222
二次平均趨勢值,0.065850591078791
一次趨勢線,9043.508933566421547 x + 10000000.000000000000000
一次預期報酬,9043.508933566421547
一次風險,206363.308640105969971
一次趨勢值,0.043823240638859
投資組合檔數,1
Stock#,MCD[15](6)
張數,121197,
分配資金,10000000,
剩餘資金,35.529999999329448,
20110520,9978184.539999999105930,9978184.539999999105930
20110523,9998788.029999999329448,9998788.029999999329448
20110524,10015755.609999999403954,10015755.609999999403954
20110525,10025451.369999999180436,10025451.369999999180436
20110526,9990304.240000000223517,9990304.240000000223517
20110527,9892134.669999999925494,9892134.669999999925494
20110531,9882438.910000000149012,9882438.910000000149012
20110601,9814568.589999999850988,9814568.589999999850988
20110602,9786693.279999999329448,9786693.279999999329448
20110603,9761241.910000000149012,9761241.910000000149012
20110606,9780633.429999999701977,9780633.429999999701977
20110607,9833960.109999999403954,9833960.109999999403954
20110608,9835172.080000000074506,9835172.080000000074506
20110609,9848503.750000000000000,9848503.750000000000000
20110610,9739426.449999999254942,9739426.449999999254942
20110613,9784269.339999999850988,9784269.339999999850988
20110614,9873955.119999999180436,9873955.119999999180436
20110615,9846079.809999998658895,9846079.809999998658895
20110616,9915162.099999999627471,9915162.099999999627471
20110617,10001211.969999998807907,10001211.969999998807907
20110620,10021815.459999999031425,10021815.459999999031425
20110621,10035147.129999998956919,10035147.129999998956919
20110622,10016967.580000000074506,10016967.580000000074506
20110623,9973336.660000000149012,9973336.660000000149012
20110624,9918798.009999999776483,9918798.009999999776483
20110627,9976972.569999998435378,9976972.569999998435378
20110628,10223002.479999998584390,10223002.479999998584390
20110629,10249665.819999998435378,10249665.819999998435378
20110630,10219366.569999998435378,10219366.569999998435378
20110701,10380558.580000000074506,10380558.580000000074506
20110705,10379346.609999999403954,10379346.609999999403954
20110706,10406009.949999999254942,10406009.949999999254942
20110707,10430249.349999999627471,10430249.349999999627471
20110708,10374498.729999998584390,10374498.729999998584390
20110711,10344199.479999998584390,10344199.479999998584390
20110712,10300568.559999998658895,10300568.559999998658895
20110713,10296932.649999998509884,10296932.649999998509884
20110714,10399950.099999999627471,10399950.099999999627471
20110715,10359955.089999999850988,10359955.089999999850988
20110718,10350259.330000000074506,10350259.330000000074506
20110719,10448428.899999998509884,10448428.899999998509884
20110720,10455700.719999998807907,10455700.719999998807907
20110721,10488423.910000000149012,10488423.910000000149012
20110722,10733241.849999999627471,10733241.849999999627471
20110725,10679915.169999999925494,10679915.169999999925494
20110726,10667795.469999998807907,10667795.469999998807907
20110727,10555082.259999999776483,10555082.259999999776483
20110728,10517511.189999999478459,10517511.189999999478459
20110729,10481152.089999999850988,10481152.089999999850988
20110801,10470244.359999999403954,10470244.359999999403954
20110802,10309052.349999999627471,10309052.349999999627471
20110803,10367226.910000000149012,10367226.910000000149012
20110804,10214518.689999999478459,10214518.689999999478459
20110805,10311476.289999999105930,10311476.289999999105930
20110808,9951521.199999999254942,9951521.199999999254942
20110809,10418129.649999998509884,10418129.649999998509884
20110810,10190279.289999999105930,10190279.289999999105930
20110811,10456912.689999999478459,10456912.689999999478459
20110812,10483576.029999999329448,10483576.029999999329448
20110815,10522359.069999998435378,10522359.069999998435378
20110816,10504179.519999999552965,10504179.519999999552965
20110817,10604773.029999999329448,10604773.029999999329448
20110818,10375710.699999999254942,10375710.699999999254942
20110819,10572049.839999999850988,10572049.839999999850988
20110822,10636284.250000000000000,10636284.250000000000000
20110823,10850802.939999999478459,10850802.939999999478459
20110824,10923521.139999998733401,10923521.139999998733401
20110825,10751421.399999998509884,10751421.399999998509884
20110826,10899281.740000000223517,10899281.740000000223517
20110829,11003511.160000000149012,11003511.160000000149012
20110830,11002299.189999999478459,11002299.189999999478459
