訓練日期,20110527 - 20110829
測試日期,20110830 - 20110916
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11332253.870000001043081
真實報酬,1327189.870000001043081


夏普值報酬,-0.002898598214902
夏普值風險,0.015727861221388
夏普值,-0.184297036583742
二次趨勢線,-7.705624386455504 x^2 + 16542.353600503076450 x + 10000000.000000000000000
二次平均預期報酬,15933.609273973092058
風險,288192.254243219562341
二次平均趨勢值,0.055288124643787
一次趨勢線,16088.703369904302235 x + 10000000.000000000000000
一次預期報酬,16088.703369904302235
一次風險,288241.444959415937774
一次趨勢值,0.055816759356621
投資組合檔數,2
Stock#,AAPL[0](6),MCD[15](26)
張數,104471,60657,
分配資金,12767765,12767765,
剩餘資金,17.940000000409782,43.489999999292195,
20110527,5035520.140000000596046,4950867.829999999143183,9986387.969999998807907
20110531,5191181.930000000633299,4946015.269999999552965,10137197.199999999254942
20110601,5156706.500000000000000,4912047.349999999627471,10068753.849999999627471
20110602,5165064.180000000633299,4898096.239999999292195,10063160.419999999925494
20110603,5125365.200000000186265,4885358.269999999552965,10010723.469999998807907
20110606,5044922.530000000260770,4895063.389999999664724,9939985.919999999925494
20110607,4955077.470000000670552,4921752.469999999739230,9876829.940000001341105
20110608,4958211.600000000558794,4922359.040000000037253,9880570.640000000596046
20110609,4947764.500000000000000,4929031.309999999590218,9876795.809999998658895
20110610,4864187.700000000186265,4874440.009999998845160,9738627.709999999031425
20110613,4874634.799999999813735,4896883.099999999627471,9771517.899999998509884
20110614,4961345.730000000447035,4941769.279999999329448,9903115.009999999776483
20110615,4876724.220000000670552,4927818.169999998994172,9804542.390000000596046
20110616,4852695.890000000596046,4962392.659999999217689,9815088.550000000745058
20110617,4779566.190000000409782,5005459.129999998956919,9785025.320000000298023
20110620,4706436.490000000223517,5015770.819999999366701,9722207.309999998658895
20110621,4854785.310000000521541,5022443.089999998919666,9877228.399999998509884
20110622,4815086.330000001005828,5013344.540000000037253,9828430.870000001043081
20110623,4943585.660000000149012,4991508.019999999552965,9935093.679999999701977
20110624,4870455.959999999962747,4964212.369999999180436,9834668.329999998211861
20110627,4955077.470000000670552,4993327.729999998584390,9948405.199999999254942
20110628,5003134.130000000819564,5116461.439999998547137,10119595.570000000298023
20110629,4985374.060000000521541,5129805.979999998584390,10115180.039999999105930
20110630,5009402.390000000596046,5114641.729999998584390,10124044.119999999180436
20110701,5123275.780000000260770,5195315.540000000037253,10318591.320000000298023
20110705,5215210.260000000707805,5194708.969999999739230,10409919.230000000447035
20110706,5249685.690000000409782,5208053.509999998845160,10457739.199999999254942
20110707,5331173.070000000298023,5220184.909999999217689,10551357.980000000447035
20110708,5368782.630000000819564,5192282.689999998547137,10561065.320000000298023
20110711,5283116.410000000149012,5177118.439999998547137,10460234.849999997764826
20110712,5279982.280000000260770,5155281.919999998994172,10435264.199999999254942
20110713,5343709.589999999850988,5153462.209999999031425,10497171.799999998882413
20110714,5339530.750000000000000,5205020.659999999217689,10544551.410000000149012
20110715,5446091.170000000856817,5185003.849999999627471,10631095.019999999552965
20110718,5578769.339999999850988,5180151.290000000037253,10758920.629999998956919
20110719,5624736.580000001005828,5229283.459999999031425,10854020.039999999105930
20110720,5774130.110000000335276,5232922.879999998956919,11007052.989999998360872
20110721,5780398.370000000111759,5249300.269999999552965,11029698.640000000596046
20110722,5870243.430000000633299,5371827.409999999217689,11242070.839999999850988
20110725,5947551.970000000670552,5345138.329999999143183,11292690.300000000745058
20110726,6020681.670000000856817,5339072.629999998956919,11359754.300000000745058
20110727,5858751.620000000111759,5282661.619999999180436,11141413.239999998360872
20110728,5847259.810000000521541,5263857.949999999254942,11111117.759999999776483
20110729,5827410.320000000298023,5245660.849999999627471,11073071.169999999925494
20110801,5921434.220000000670552,5240201.719999999739230,11161635.940000001341105
20110802,5804426.700000000186265,5159527.909999999217689,10963954.609999999403954
20110803,5858751.620000000111759,5188643.269999999552965,11047394.890000000596046
20110804,5632049.549999999813735,5112215.449999999254942,10744265.000000000000000
20110805,5575635.209999999962747,5160741.049999998882413,10736376.259999997913837
20110808,5271624.600000000558794,4980589.759999998845160,10252214.359999999403954
20110809,5581903.470000000670552,5214119.209999999031425,10796022.679999999701977
20110810,5428331.100000000558794,5100084.049999998882413,10528415.149999998509884
20110811,5577724.630000000819564,5233529.449999999254942,10811254.080000000074506
20110812,5626826.000000000000000,5246873.989999999292195,10873699.989999998360872
20110815,5721894.610000000335276,5266284.229999998584390,10988178.839999999850988
20110816,5678016.790000000968575,5257185.679999999701977,10935202.470000000670552
20110817,5678016.790000000968575,5307530.989999999292195,10985547.780000001192093
20110818,5462806.530000000260770,5192889.259999998845160,10655695.789999999105930
20110819,5313413.000000000000000,5291153.599999999627471,10604566.599999999627471
20110822,5319681.260000000707805,5323301.809999999590218,10642983.070000000298023
20110823,5575635.209999999962747,5430664.699999999254942,11006299.910000000149012
20110824,5614289.480000000447035,5467058.899999999441206,11081348.379999998956919
20110825,5577724.630000000819564,5380925.959999999031425,10958650.589999999850988
20110826,5725028.740000000223517,5454927.500000000000000,11179956.240000000223517
20110829,5820097.350000000558794,5507092.519999999552965,11327189.870000001043081
20110830,5820097.350000000558794,5506485.949999999254942,11326583.300000000745058
20110831,5743833.520000000484288,5484042.859999999403954,11227876.379999998956919
20110901,5686374.470000000670552,5463419.479999998584390,11149793.949999999254942
20110902,5582948.180000000633299,5403975.619999999180436,10986923.800000000745058
20110906,5667569.690000000409782,5387598.229999998584390,11055167.919999998062849
20110907,5730252.290000000968575,5416107.019999999552965,11146359.310000000521541
20110908,5733386.420000000856817,5374860.259999998845160,11108246.679999999701977
20110909,5634138.970000000670552,5157708.199999999254942,10791847.169999999925494
20110912,5670703.820000000298023,5228070.319999999366701,10898774.140000000596046
20110913,5740699.390000000596046,5223824.329999999143183,10964523.719999998807907
20110914,5809650.250000000000000,5262038.239999999292195,11071688.489999998360872
20110915,5865019.880000000819564,5342105.479999998584390,11207125.359999999403954
20110916,5976803.850000000558794,5355450.019999999552965,11332253.870000001043081
